2000.487  1199 100 Keck
2002.418  -495  40 Keck
2002.421  -530  45 Keck
2003.438 -1550  22 Keck
2004.474 -1143  57 Keck
2005.410  -926  16 Keck
2005.504  -850  31 Keck
2006.391  -692  21 Keck
2006.461  -718  17 Keck
2006.495  -695  36 Keck
2006.497  -713  26 Keck
2007.385  -483  50 Keck
2007.548  -506  50 Keck
